Local time,Open,High,Low,Close,Volume
12.08.2021 06:00:00.000 GMT+0200,81.330,81.357,81.302,81.312,1875.55
12.08.2021 07:00:00.000 GMT+0200,81.311,81.328,81.270,81.285,2471.0601
12.08.2021 08:00:00.000 GMT+0200,81.285,81.308,81.200,81.235,4336.3799
12.08.2021 09:00:00.000 GMT+0200,81.234,81.342,81.226,81.332,5758.0898
12.08.2021 10:00:00.000 GMT+0200,81.329,81.330,81.266,81.300,3901.55
12.08.2021 11:00:00.000 GMT+0200,81.300,81.320,81.252,81.278,3286.8401
12.08.2021 12:00:00.000 GMT+0200,81.278,81.288,81.217,81.253,3250.53
12.08.2021 13:00:00.000 GMT+0200,81.253,81.270,81.213,81.226,4068.21
12.08.2021 14:00:00.000 GMT+0200,81.228,81.255,81.160,81.223,7531.2798
12.08.2021 15:00:00.000 GMT+0200,81.223,81.228,81.036,81.113,8260.79
12.08.2021 16:00:00.000 GMT+0200,81.114,81.114,81.004,81.018,4763.4302
12.08.2021 17:00:00.000 GMT+0200,81.020,81.066,80.947,81.050,3186.02
12.08.2021 18:00:00.000 GMT+0200,81.049,81.103,81.049,81.055,2189.99
12.08.2021 19:00:00.000 GMT+0200,81.054,81.070,81.040,81.048,2149.72
12.08.2021 20:00:00.000 GMT+0200,81.048,81.052,80.980,80.991,1947.55
12.08.2021 21:00:00.000 GMT+0200,80.992,81.044,80.986,81.013,1666.85
12.08.2021 22:00:00.000 GMT+0200,81.011,81.041,80.963,80.963,909.31
12.08.2021 23:00:00.000 GMT+0200,80.997,81.072,80.960,81.010,3171.6699
13.08.2021 00:00:00.000 GMT+0200,81.020,81.053,81.008,81.033,1216.1
13.08.2021 01:00:00.000 GMT+0200,81.033,81.064,81.023,81.045,1768.79
13.08.2021 02:00:00.000 GMT+0200,81.047,81.069,80.993,81.026,3080.4299
13.08.2021 03:00:00.000 GMT+0200,81.026,81.049,80.967,81.046,3469.1101
13.08.2021 04:00:00.000 GMT+0200,81.046,81.107,81.014,81.060,2224.3101
13.08.2021 05:00:00.000 GMT+0200,81.061,81.100,81.037,81.078,1862.84
13.08.2021 06:00:00.000 GMT+0200,81.077,81.081,81.023,81.034,1475.1
13.08.2021 07:00:00.000 GMT+0200,81.033,81.044,80.976,80.995,1763.6801
13.08.2021 08:00:00.000 GMT+0200,80.997,81.016,80.951,80.955,3011.6699
13.08.2021 09:00:00.000 GMT+0200,80.956,80.992,80.914,80.971,5232.1001
13.08.2021 10:00:00.000 GMT+0200,80.973,80.986,80.869,80.951,3879.9199
13.08.2021 11:00:00.000 GMT+0200,80.951,81.014,80.947,80.991,3175.6599
13.08.2021 12:00:00.000 GMT+0200,80.990,80.994,80.937,80.984,2476.48
13.08.2021 13:00:00.000 GMT+0200,80.984,80.993,80.924,80.985,3969.1799
13.08.2021 14:00:00.000 GMT+0200,80.985,81.044,80.979,81.034,4239.71
13.08.2021 15:00:00.000 GMT+0200,81.035,81.065,80.921,80.923,5880.1001
